,index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
95,16951,100000025,"(106.738, 10.8014)","(106.697, 10.7906)","(106.681, 10.7926)","('song_hành_xa_lộ_hà_nội', 'đinh_tiên_hoàng', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
96,17176,100000025,"(106.738, 10.8014)","(106.695, 10.7912)","(106.68799999999999, 10.7858)","('song_hành_xa_lộ_hà_nội', 'võ_thị_sáu', 'nam_kỳ_khởi_nghĩa')",140,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_3')"
97,17185,100000025,"(106.738, 10.8014)","(106.695, 10.7912)","(106.681, 10.7926)","('song_hành_xa_lộ_hà_nội', 'võ_thị_sáu', 'nguyễn_văn_trỗi')",280,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
98,17213,100000025,"(106.738, 10.8014)","(106.695, 10.7912)","(106.625, 10.8145)","('song_hành_xa_lộ_hà_nội', 'võ_thị_sáu', 'd9')",100,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
99,17700,100000025,"(106.738, 10.8014)","(106.68799999999999, 10.7858)","(106.681, 10.7926)","('song_hành_xa_lộ_hà_nội', 'nam_kỳ_khởi_nghĩa', 'nguyễn_văn_trỗi')",196,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
100,18079,100000025,"(106.738, 10.8014)","(106.681, 10.7926)","(106.68, 10.7928)","('song_hành_xa_lộ_hà_nội', 'nguyễn_văn_trỗi', 'nguyễn_văn_trỗi')",182,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
101,18099,100000025,"(106.738, 10.8014)","(106.681, 10.7926)","(106.613, 10.8176)","('song_hành_xa_lộ_hà_nội', 'nguyễn_văn_trỗi', 'cn1')",112,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
102,18106,100000025,"(106.738, 10.8014)","(106.681, 10.7926)","(106.625, 10.8145)","('song_hành_xa_lộ_hà_nội', 'nguyễn_văn_trỗi', 'd9')",140,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
103,18111,100000025,"(106.738, 10.8014)","(106.681, 10.7926)","(106.62799999999999, 10.8119)","('song_hành_xa_lộ_hà_nội', 'nguyễn_văn_trỗi', 'chế_lan_viên')",112,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
104,23431,100000025,"(106.736, 10.8022)","(106.736, 10.8026)","(106.681, 10.7926)","('nguyễn_bá_lân', 'nguyễn_duy_hiệu', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
105,23876,100000025,"(106.736, 10.8022)","(106.73200000000001, 10.8028)","(106.681, 10.7926)","('nguyễn_bá_lân', 'quốc_hương', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
106,24339,100000025,"(106.736, 10.8022)","(106.73100000000001, 10.7996)","(106.721, 10.7981)","('nguyễn_bá_lân', 'cầu_sài_gòn_1', 'điện_biên_phủ')",120,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
107,24358,100000025,"(106.736, 10.8022)","(106.73100000000001, 10.7996)","(106.695, 10.7912)","('nguyễn_bá_lân', 'cầu_sài_gòn_1', 'võ_thị_sáu')",100,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1')"
108,24377,100000025,"(106.736, 10.8022)","(106.73100000000001, 10.7996)","(106.681, 10.7926)","('nguyễn_bá_lân', 'cầu_sài_gòn_1', 'nguyễn_văn_trỗi')",140,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
109,24730,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.721, 10.7983)","('nguyễn_bá_lân', 'điện_biên_phủ', 'điện_biên_phủ')",132,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
110,24748,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.695, 10.7912)","('nguyễn_bá_lân', 'điện_biên_phủ', 'võ_thị_sáu')",240,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1')"
111,24758,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'điện_biên_phủ', 'nam_kỳ_khởi_nghĩa')",168,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
112,24767,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.681, 10.7926)","('nguyễn_bá_lân', 'điện_biên_phủ', 'nguyễn_văn_trỗi')",336,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
113,24795,100000025,"(106.736, 10.8022)","(106.721, 10.7981)","(106.625, 10.8145)","('nguyễn_bá_lân', 'điện_biên_phủ', 'd9')",120,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
114,25787,100000025,"(106.736, 10.8022)","(106.697, 10.7906)","(106.681, 10.7926)","('nguyễn_bá_lân', 'đinh_tiên_hoàng', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
115,26012,100000025,"(106.736, 10.8022)","(106.695, 10.7912)","(106.68799999999999, 10.7858)","('nguyễn_bá_lân', 'võ_thị_sáu', 'nam_kỳ_khởi_nghĩa')",140,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_3')"
116,26021,100000025,"(106.736, 10.8022)","(106.695, 10.7912)","(106.681, 10.7926)","('nguyễn_bá_lân', 'võ_thị_sáu', 'nguyễn_văn_trỗi')",280,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
117,26049,100000025,"(106.736, 10.8022)","(106.695, 10.7912)","(106.625, 10.8145)","('nguyễn_bá_lân', 'võ_thị_sáu', 'd9')",100,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
118,26536,100000025,"(106.736, 10.8022)","(106.68799999999999, 10.7858)","(106.681, 10.7926)","('nguyễn_bá_lân', 'nam_kỳ_khởi_nghĩa', 'nguyễn_văn_trỗi')",196,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
119,26915,100000025,"(106.736, 10.8022)","(106.681, 10.7926)","(106.68, 10.7928)","('nguyễn_bá_lân', 'nguyễn_văn_trỗi', 'nguyễn_văn_trỗi')",182,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
120,26935,100000025,"(106.736, 10.8022)","(106.681, 10.7926)","(106.613, 10.8176)","('nguyễn_bá_lân', 'nguyễn_văn_trỗi', 'cn1')",112,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
121,26942,100000025,"(106.736, 10.8022)","(106.681, 10.7926)","(106.625, 10.8145)","('nguyễn_bá_lân', 'nguyễn_văn_trỗi', 'd9')",140,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
122,26947,100000025,"(106.736, 10.8022)","(106.681, 10.7926)","(106.62799999999999, 10.8119)","('nguyễn_bá_lân', 'nguyễn_văn_trỗi', 'chế_lan_viên')",112,False,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
123,31937,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.73200000000001, 10.8028)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'quốc_hương')",136,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
124,31942,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.73200000000001, 10.8)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'empty')",124,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
125,31943,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.73100000000001, 10.7996)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'cầu_sài_gòn_1')",226,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
126,31948,100000025,"(106.736, 10.8026)","(106.734, 10.8024)","(106.721, 10.7981)","('nguyễn_duy_hiệu', 'nguyễn_duy_hiệu', 'điện_biên_phủ')",324,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
127,32204,100000025,"(106.736, 10.8026)","(106.734, 10.8034)","(106.73200000000001, 10.8028)","('nguyễn_duy_hiệu', 'số_39', 'quốc_hương')",112,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
128,32210,100000025,"(106.736, 10.8026)","(106.734, 10.8034)","(106.73100000000001, 10.7996)","('nguyễn_duy_hiệu', 'số_39', 'cầu_sài_gòn_1')",188,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
129,32215,100000025,"(106.736, 10.8026)","(106.734, 10.8034)","(106.721, 10.7981)","('nguyễn_duy_hiệu', 'số_39', 'điện_biên_phủ')",264,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
130,32296,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.73200000000001, 10.8)","('nguyễn_duy_hiệu', 'quốc_hương', 'empty')",128,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2')"
131,32297,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.73100000000001, 10.7996)","('nguyễn_duy_hiệu', 'quốc_hương', 'cầu_sài_gòn_1')",304,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
132,32302,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.721, 10.7981)","('nguyễn_duy_hiệu', 'quốc_hương', 'điện_biên_phủ')",480,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
133,32321,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.695, 10.7912)","('nguyễn_duy_hiệu', 'quốc_hương', 'võ_thị_sáu')",160,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1')"
134,32331,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.68799999999999, 10.7858)","('nguyễn_duy_hiệu', 'quốc_hương', 'nam_kỳ_khởi_nghĩa')",112,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_3')"
135,32340,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8028)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'quốc_hương', 'nguyễn_văn_trỗi')",224,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
136,32717,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8)","(106.73100000000001, 10.7996)","('nguyễn_duy_hiệu', 'empty', 'cầu_sài_gòn_1')",188,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
137,32722,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8)","(106.721, 10.7981)","('nguyễn_duy_hiệu', 'empty', 'điện_biên_phủ')",312,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh')"
138,32760,100000025,"(106.736, 10.8026)","(106.73200000000001, 10.8)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'empty', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận')"
139,32799,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.729, 10.7993)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'cầu_sài_gòn_1')",208,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
140,32803,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.721, 10.7981)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'điện_biên_phủ')",744,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
141,32822,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.695, 10.7912)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'võ_thị_sáu')",200,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1')"
142,32832,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.68799999999999, 10.7858)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'nam_kỳ_khởi_nghĩa')",140,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
143,32841,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'nguyễn_văn_trỗi')",280,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
144,32869,100000025,"(106.736, 10.8026)","(106.73100000000001, 10.7996)","(106.625, 10.8145)","('nguyễn_duy_hiệu', 'cầu_sài_gòn_1', 'd9')",100,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
145,33194,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.721, 10.7983)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'điện_biên_phủ')",552,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh')"
146,33208,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.697, 10.7906)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'đinh_tiên_hoàng')",192,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1')"
147,33212,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.695, 10.7912)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'võ_thị_sáu')",480,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1')"
148,33222,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.68799999999999, 10.7858)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'nam_kỳ_khởi_nghĩa')",336,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
149,33231,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'nguyễn_văn_trỗi')",672,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
150,33247,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'm14')",144,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
151,33252,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.613, 10.8176)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'cn1')",192,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
152,33259,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.625, 10.8145)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'd9')",240,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
153,33264,100000025,"(106.736, 10.8026)","(106.721, 10.7981)","(106.62799999999999, 10.8119)","('nguyễn_duy_hiệu', 'điện_biên_phủ', 'chế_lan_viên')",192,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
154,33666,100000025,"(106.736, 10.8026)","(106.713, 10.8014)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'cầu_vượt_ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",112,False,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
155,34232,100000025,"(106.736, 10.8026)","(106.697, 10.7906)","(106.695, 10.7912)","('nguyễn_duy_hiệu', 'đinh_tiên_hoàng', 'võ_thị_sáu')",160,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_đa_kao_quận_1')"
156,34242,100000025,"(106.736, 10.8026)","(106.697, 10.7906)","(106.68799999999999, 10.7858)","('nguyễn_duy_hiệu', 'đinh_tiên_hoàng', 'nam_kỳ_khởi_nghĩa')",112,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_3')"
157,34251,100000025,"(106.736, 10.8026)","(106.697, 10.7906)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'đinh_tiên_hoàng', 'nguyễn_văn_trỗi')",224,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
158,34467,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.694, 10.7904)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'võ_thị_sáu')",180,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_đa_kao_quận_1')"
159,34476,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.68799999999999, 10.7858)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'nam_kỳ_khởi_nghĩa')",280,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_3')"
160,34485,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.681, 10.7926)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'nguyễn_văn_trỗi')",560,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
161,34501,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.61200000000001, 10.8196)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'm14')",120,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
162,34506,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.613, 10.8176)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'cn1')",160,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
163,34513,100000025,"(106.736, 10.8026)","(106.695, 10.7912)","(106.625, 10.8145)","('nguyễn_duy_hiệu', 'võ_thị_sáu', 'd9')",200,False,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
